-0.146686 -0.309281 1.4903
-0.178272 -0.396702 1.48415
-0.253129 -0.535138 1.45148
-0.361267 -0.681973 1.39787
-0.493354 -0.703594 1.36159
-0.584307 -0.682925 1.33734
-0.689985 -0.718955 1.35369
-0.737945 -0.73042 1.34439
-0.804758 -0.670022 1.30828
-0.861555 -0.578458 1.19846
-0.895831 -0.481828 1.08351
-0.881064 -0.406587 0.964674
-0.833211 -0.310241 0.856513
-0.758603 -0.148259 0.795318
-0.66645 0.0647066 0.818464
-0.599171 0.347563 0.863361
-0.611234 0.583497 0.91594
-0.678454 0.758526 0.96855
-0.71873 0.800982 1.06373
-0.741586 0.725209 1.15121
-0.767624 0.603922 1.13084
-0.782452 0.493754 1.07172
-0.770769 0.410172 0.994174
-0.75594 0.286237 0.934615
-0.71366 0.163947 0.906778
-0.743653 -0.0115859 0.863979
-0.754812 -0.18489 0.86797
-0.866215 -0.339429 0.884005
-0.859716 -0.430224 0.93939
-0.846896 -0.568207 0.966848
-0.810161 -0.639021 0.993081
-0.815183 -0.700552 1.03655
-0.742344 -0.791015 1.17959
-0.742254 -0.856416 1.25533
-0.663374 -0.84488 1.33302
-0.551785 -0.799351 1.4028
-0.415855 -0.653209 1.5028
-0.29176 -0.462351 1.52326
-0.167578 -0.324269 1.5411
-0.0853549 -0.307995 1.54613
