data/danfree_1.dat;0;0.678571;0.559984;0.112272;1.22771;0.584664;1.36254;0.130981;0.52664;0.336849;0.389649;0.0685802;2.2737;2.9575;-0.698199;3.02297;29.9851;3.30331;26.8895;3.07839;-0.709274;0.091692;-0.266875;0.221184;1.08297;0.0905623;0.169698;0.043959;0.351714;0.160087;0.41523;0.0618093;5.55202;1.25602;1.01407;0.18922;1.44089;0.016584;0.300128;0.0492381;2.90312;0.569109;0.215513;0.0309555;0.411722;0.176361;0.394836;0.0248342;0.539961;0.168528;0.498426;0.0623117;1.28631;3.132;1.26908;2.43493;30.2974;3.75902;30.6654;4.03897;-0.000660648;0.00237554;-0.000120427;0.00131313;0.00387183;0.00480403;0.0468251;0.00502028;0.0880762;0.0375825;0.0915671;0.00198429;4.09899;0.639038;0.295657;0.0398596;0.119961;0.0234949;0.0687112;0.0125753;1.96253;0.280049
data/danfree_1.dat;1;0.75;0.553625;0.175934;1.14197;0.529268;1.36993;0.245523;0.540451;0.362418;0.382582;0.112968;-3.33347;4.4508;1.98184;6.41841;28.1396;2.87818;24.3651;4.48045;-0.652844;0.0882105;-0.245509;0.273623;1.11062;0.108955;0.166001;0.0631951;0.320243;0.131339;0.412459;0.0860348;5.34266;1.09423;0.952701;0.0469421;1.43724;0.0274191;0.276895;0.0167261;2.55964;0.337421;0.206069;0.0450586;0.359818;0.111143;0.372132;0.0959039;0.53076;0.0631584;0.519819;0.118797;1.6073;5.66105;-1.26518;3.0428;31.6977;3.05156;29.8067;3.89891;0.00185527;0.00405727;-0.00104459;0.00970596;-0.00201228;0.0023978;0.0441968;0.00951718;0.0820833;0.0331517;0.0894129;0.0184221;3.91766;0.779208;0.260267;0.0813494;0.1157;0.0244341;0.0635563;0.0177989;1.91564;0.321779
data/danfree_1.dat;2;0.821429;0.464515;0.106319;1.12687;0.444594;1.32858;0.338545;0.452552;0.239677;0.348832;0.104677;0.736683;1.12819;1.90881;3.32726;26.5784;5.02842;27.4323;4.04469;-0.651138;0.0807484;-0.184389;0.329147;1.14385;0.107228;0.145127;0.0356023;0.335751;0.126496;0.396217;0.103196;5.34977;1.1243;0.979111;0.0899875;1.45988;0.0101762;0.281604;0.0275431;2.65439;0.47401;0.181928;0.0433552;0.429309;0.24856;0.381854;0.132311;0.463086;0.143968;0.457058;0.0736853;6.33685;2.32893;-0.439988;6.92356;31.799;1.38802;29.9972;3.08057;-0.00208097;0.00337814;-0.000777704;0.00627758;7.87708e-005;0.00473241;0.0391151;0.00608554;0.0912748;0.0428211;0.08653;0.0247712;4.06323;1.04008;0.313316;0.128448;0.11499;0.0266873;0.0708006;0.0310364;2.2857;0.629855
data/danfree_1.dat;3;0.75;0.499235;0.115154;1.307;0.133594;1.07552;0.127918;0.364959;0.0847391;0.441843;0.131691;-4.35869;4.42915;1.12061;4.59576;26.8529;2.16658;29.0723;3.53996;-0.654854;0.0697986;-0.167357;0.278678;1.15411;0.0922106;0.138508;0.033914;0.364948;0.046202;0.32077;0.0700157;4.90385;0.776689;0.906325;0.0604416;1.4414;0.0166366;0.253273;0.0350459;2.32117;0.330986;0.165516;0.0421159;0.442851;0.143551;0.307128;0.00875229;0.376476;0.102158;0.488686;0.103383;2.00735;3.69366;-2.94025;2.09949;33.2382;3.14802;31.6653;1.43903;0.000880056;0.00407593;0.00959817;0.0112778;0.00272132;0.00653079;0.0384725;0.00942028;0.0905659;0.0276404;0.066048;0.00393108;3.58565;0.673078;0.264102;0.0605632;0.104594;0.0181557;0.0605462;0.0162573;1.80547;0.460932
data/danfree_1.dat;4;0.714286;0.542679;0.171876;1.59361;0.395819;1.2543;0.197492;0.349273;0.152617;0.407387;0.114383;0.275621;3.02977;4.70461;4.0844;21.242;2.48937;25.4963;3.48374;-0.600545;0.155184;-0.160303;0.233937;1.14993;0.104359;0.141339;0.0505108;0.414294;0.102234;0.380734;0.0527468;5.81206;1.36068;0.922228;0.137668;1.43815;0.0285346;0.281911;0.0469371;2.72651;0.522136;0.19371;0.0505348;0.476354;0.189012;0.356749;0.121986;0.410587;0.0798478;0.506265;0.0472304;-0.54083;2.35103;3.77991;6.66116;30.96;1.82007;30.98;1.96142;-0.000388297;0.00245206;-0.00967956;0.0137354;-0.000764867;0.00528433;0.0436795;0.00817077;0.107117;0.0417692;0.0817691;0.0217962;3.7931;0.851063;0.29869;0.124994;0.124158;0.0284063;0.0738513;0.0315499;1.98759;0.63197
data/danfree_1.dat;5;0.75;0.475347;0.192104;1.28742;0.421053;0.997374;0.120169;0.37415;0.185211;0.430576;0.130524;0.732541;2.60676;2.08361;3.21007;27.0992;5.47867;28.4524;5.41032;-0.627638;0.130329;-0.145376;0.316282;1.15258;0.120608;0.127837;0.0479488;0.378994;0.0972314;0.309672;0.0789321;5.09355;1.33911;0.764979;0.122083;1.44732;0.0126425;0.22356;0.0637149;2.28056;0.499403;0.203215;0.0461081;0.400889;0.0893887;0.309115;0.0365913;0.481126;0.132764;0.573622;0.0600496;3.87515;4.89985;-4.37725;3.90395;31.7853;2.19353;30.6692;2.85;-0.000358101;0.0030735;0.00250197;0.00429895;0.00449273;0.00414407;0.0455345;0.00999204;0.0945615;0.0305358;0.0650477;0.00816195;3.88927;0.7468;0.26323;0.0414431;0.108787;0.0280279;0.0603643;0.0123721;2.00857;0.293326
data/danfree_1.dat;6;0.857143;0.546188;0.12177;1.1477;0.593687;1.3218;0.429091;0.548936;0.313282;0.404245;0.0773004;-2.12913;2.32484;-1.18668;2.07302;23.7254;4.85392;26.6272;6.26821;-0.605325;0.121196;-0.143395;0.371136;1.14518;0.0915313;0.168837;0.0589495;0.331291;0.154228;0.402085;0.118088;5.69316;1.27072;0.861211;0.187953;1.45899;0.00951564;0.260283;0.0622263;2.67648;0.413874;0.203694;0.0598987;0.464227;0.229962;0.364629;0.120636;0.460563;0.17319;0.529289;0.174079;3.61605;5.96552;2.61737;3.07408;29.7915;1.10365;28.494;4.57663;0.000465448;0.00165339;0.000500684;0.00162353;0.000519677;0.00307475;0.04174;0.00460847;0.0940661;0.0438757;0.0894366;0.0296075;4.26165;1.06476;0.31404;0.122575;0.120624;0.0274934;0.0737448;0.0261472;2.21444;0.544981
data/danfree_2.dat;0;0.642857;0.410721;0.119961;0.918925;0.406575;1.08181;0.155093;0.499345;0.316208;0.366316;0.107495;-3.10163;4.42235;0.581092;5.4926;25.7844;4.29318;24.7931;5.36064;-0.743469;0.0939398;0.10787;0.213345;1.12259;0.0514485;0.122814;0.0402796;0.288024;0.127339;0.345117;0.0343316;4.06586;1.04111;0.696011;0.0384412;1.44018;0.0123793;0.208005;0.0141569;1.73048;0.245162;0.147778;0.0504644;0.26587;0.102709;0.253547;0.0237921;0.514333;0.0494102;0.520205;0.145585;3.41174;4.09656;0.39651;5.75995;30.1792;4.02586;30.5193;2.95136;0.000146382;0.00100652;-0.00180894;0.00173078;0.00128004;0.00120722;0.0309959;0.00861473;0.0632332;0.0295315;0.0605987;0.00541905;2.93518;0.687;0.16877;0.0362284;0.0868955;0.0218947;0.0391364;0.00745725;1.38165;0.156838
data/danfree_2.dat;1;0.857143;0.473559;0.107947;1.12606;0.588992;1.18799;0.196169;0.460787;0.20791;0.382026;0.0921844;1.55993;2.00614;0.235262;3.64239;22.1687;5.02034;26.0956;2.34609;-0.737984;0.0766732;0.121468;0.232699;1.11192;0.0474667;0.145433;0.0390239;0.330558;0.169321;0.351981;0.0411054;4.73172;2.02783;0.766126;0.114846;1.44878;0.0166568;0.211209;0.018552;1.97991;0.741237;0.148465;0.051859;0.305341;0.173993;0.269237;0.0719531;0.490008;0.079512;0.504372;0.0933889;-2.13481;4.06845;-2.08916;9.11318;31.2401;2.0813;28.852;2.808;0.00024326;0.00277329;0.000452129;0.00275445;3.715e-005;0.00479352;0.0351839;0.0119909;0.0793485;0.050727;0.0653063;0.0143716;3.22519;1.23935;0.199409;0.0833482;0.100675;0.0431453;0.0484782;0.020346;1.58494;0.542453
data/danfree_2.dat;2;0.678571;0.418382;0.103339;1.13876;0.607293;1.24164;0.156325;0.45363;0.292784;0.328815;0.0872213;-4.34409;2.19295;1.44711;3.0164;25.3023;5.26994;22.7897;5.51845;-0.768829;0.0869509;0.0869255;0.215847;1.08883;0.0524643;0.12885;0.0421271;0.335494;0.179175;0.376063;0.0415437;5.08356;1.83832;0.818632;0.0800586;1.4477;0.0160847;0.226161;0.0069834;2.20585;0.638262;0.168392;0.0540363;0.333444;0.20329;0.297748;0.0286723;0.517244;0.123857;0.504291;0.112782;5.45068;8.47561;2.34022;3.21326;32.1711;3.9367;28.4564;2.74512;0.000607594;0.00106814;0.000842042;0.00341064;0.000717252;0.00345007;0.0371028;0.00813709;0.0816856;0.0532668;0.0712186;0.00451654;3.88145;1.33795;0.202396;0.0855363;0.108217;0.0391877;0.0489535;0.0206977;2.04404;0.71994
