data/dan_0.dat;0.606771;0.50194;0.701686;0.575916;0.716321;0.739691;0.735484;0.612272;0.64876;20;0.2;0.1
data/jan_0.dat;0.567742;0.510911;0.601299;0.656947;0.496124;0.580645;0.636129;0.572903;0.577838;20;0.2;0.1
data/lien_0.dat;0.645619;0.549677;0.84;0.671848;0.491591;0.580311;0.719638;0.817829;0.664564;20;0.2;0.1
data/maki_0.dat;0.695201;0.684755;0.710968;0.652921;0.700258;0.774194;0.620466;0.781088;0.702481;20;0.2;0.1
data/marco_0.dat;0.685714;0.683727;0.770026;0.592982;0.583113;0.695201;0.818667;0.635884;0.683164;20;0.2;0.1
data/nico_0.dat;0.651671;0.626459;0.709677;0.492228;0.590674;0.559014;0.669251;0.726923;0.628237;20;0.2;0.1
data/suzanne_0.dat;0.621447;0.579501;0.46817;0.639175;0.575875;0.819135;0.549738;0.704134;0.619647;20;0.2;0.1
data/mirjam_0.dat;0.63857;0.661039;0.533074;0.721649;0.522698;0.78866;0.699482;0.80799;0.671645;20;0.2;0.1
data/marije_0.dat;0.770252;0.575163;0.68556;0.709156;0.647757;0.785244;0.878869;0.715436;0.72093;20;0.2;0.1
data/dan_0.dat;0.752604;0.576973;0.736706;0.603839;0.744819;0.854381;0.805161;0.766319;0.7301;20;0.2;0.2
data/jan_0.dat;0.736774;0.63543;0.687013;0.730703;0.594315;0.769032;0.762581;0.747097;0.707868;20;0.2;0.2
data/lien_0.dat;0.680412;0.723871;0.936774;0.7962;0.602846;0.751295;0.825581;0.848837;0.770727;20;0.2;0.2
data/maki_0.dat;0.810636;0.742894;0.784516;0.735395;0.780362;0.83871;0.759067;0.848446;0.787503;20;0.2;0.2
data/marco_0.dat;0.748052;0.872703;0.80491;0.729825;0.649077;0.798962;0.837333;0.787599;0.778558;20;0.2;0.2
data/nico_0.dat;0.708226;0.73022;0.779355;0.621762;0.658031;0.738003;0.79845;0.848718;0.735346;20;0.2;0.2
data/suzanne_0.dat;0.677003;0.709593;0.582228;0.721649;0.645914;0.826999;0.708115;0.817829;0.711166;20;0.2;0.2
data/mirjam_0.dat;0.678161;0.744156;0.614786;0.726804;0.684825;0.795103;0.717617;0.81701;0.722308;20;0.2;0.2
data/marije_0.dat;0.827357;0.722876;0.719298;0.723519;0.734828;0.828722;0.854643;0.837584;0.781103;20;0.2;0.2
data/dan_0.dat;0.790365;0.65718;0.769131;0.603839;0.78886;0.868557;0.815484;0.810705;0.763015;20;0.2;0.3
data/jan_0.dat;0.781936;0.702182;0.725974;0.768439;0.630491;0.824516;0.816774;0.806452;0.757096;20;0.2;0.3
data/lien_0.dat;0.71134;0.779355;0.939355;0.870466;0.664942;0.778497;0.841085;0.866925;0.806496;20;0.2;0.3
data/maki_0.dat;0.819715;0.775194;0.792258;0.750859;0.78553;0.855484;0.796632;0.848446;0.803015;20;0.2;0.3
data/marco_0.dat;0.771429;0.902887;0.815245;0.77193;0.695251;0.811933;0.836;0.832454;0.804641;20;0.2;0.3
data/nico_0.dat;0.722365;0.763943;0.8;0.692573;0.678756;0.756161;0.829457;0.870513;0.764221;20;0.2;0.3
data/suzanne_0.dat;0.711886;0.764783;0.693634;0.749141;0.688716;0.858453;0.79712;0.852713;0.764556;20;0.2;0.3
data/mirjam_0.dat;0.711367;0.781818;0.648508;0.726804;0.723735;0.761598;0.71114;0.818299;0.735409;20;0.2;0.3
data/marije_0.dat;0.837981;0.763399;0.738192;0.710952;0.738786;0.836627;0.846568;0.853691;0.790774;20;0.2;0.3
data/dan_0.dat;0.813802;0.689521;0.783398;0.602094;0.791451;0.881443;0.84;0.853786;0.781937;20;0.2;0.4
data/jan_0.dat;0.815484;0.720154;0.748052;0.794168;0.643411;0.842581;0.83871;0.828387;0.778868;20;0.2;0.4
data/lien_0.dat;0.717784;0.797419;0.940645;0.896373;0.692109;0.787565;0.843669;0.857881;0.816681;20;0.2;0.4
data/maki_0.dat;0.830091;0.794574;0.796129;0.792096;0.79845;0.865806;0.809586;0.84715;0.816735;20;0.2;0.4
data/marco_0.dat;0.787013;0.925197;0.821705;0.777193;0.717678;0.814527;0.837333;0.845646;0.815787;20;0.2;0.4
data/nico_0.dat;0.728792;0.775616;0.810323;0.73057;0.700777;0.783398;0.837209;0.869231;0.779489;20;0.2;0.4
data/suzanne_0.dat;0.735142;0.801577;0.751989;0.766323;0.714656;0.880734;0.831152;0.869509;0.793885;20;0.2;0.4
data/mirjam_0.dat;0.712644;0.787013;0.667964;0.733677;0.747082;0.744845;0.695596;0.824742;0.739195;20;0.2;0.4
data/marije_0.dat;0.840637;0.781699;0.748988;0.698384;0.757256;0.836627;0.830417;0.845638;0.792456;20;0.2;0.4
data/dan_0.dat;0.821615;0.711514;0.787289;0.600349;0.796632;0.889175;0.837419;0.873368;0.78967;20;0.2;0.5
data/jan_0.dat;0.825806;0.734275;0.764935;0.802744;0.673127;0.859355;0.854194;0.843871;0.794788;20;0.2;0.5
