"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.897888;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.05;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.897888
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.936849;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.936849
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.943021;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.15;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.943021
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.941797;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.2;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.941797
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.940147;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.25;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.940147
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.936206;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.3;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.936206
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.930855;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.35;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.930855
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.92562;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.4;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.92562
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.921121;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.45;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.921121
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.916078;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.5;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.916078
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.912845;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.55;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.912845
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.908703;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.6;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.908703
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.906372;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.65;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.906372
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.9046;yin;data/marije_0.dat;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;0.7;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.9046
