"data/danfree_1.dat";0;"1 2 3 4";4;0.927193;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.927193;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0.0280702;0.263158;0.708772
"data/danfree_2.dat";0;"1 2 3 4";4;0.703287;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.703287;1;1;1;1;0.813149;0;0;0.186851;0;1;0;0;0;0;1;0;0;0;1;0
"data/danfree_3.dat";0;"1 2 3 4";4;0.51113;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.51113;1;1;1;1;0.0445205;0.277397;0.35274;0.325342;0;1;0;0;0;0;1;0;0;0;1;0
"data/danfree_1.dat";1;"1 2 3 4";4;0.970641;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.970641;1;1;1;1;1;0;0;0;0;0.882562;0.0676157;0.0498221;0;0;1;0;0;0;0;1
"data/danfree_2.dat";1;"1 2 3 4";4;0.729537;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.729537;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0.918149;0.0818505;0;0;0;1
"data/danfree_3.dat";1;"1 2 3 4";4;0.506826;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.506826;1;1;1;1;0.0273038;0;0.730375;0.242321;0;0;0;1;0;0;1;0;0;0;0;1
"data/danfree_1.dat";2;"1 2 3 4";4;1;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
"data/danfree_2.dat";2;"1 2 3 4";4;0.704464;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.704464;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0.817857;0.182143;0;0;0;1
"data/danfree_3.dat";2;"1 2 3 4";4;0.464783;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.464783;1;1;1;1;0.0479452;0;0.794521;0.157534;0;0;0;1;0;0;0.811189;0.188811;0;0;0;1
"data/danfree_1.dat";3;"1 2 3 4";4;0.955357;dtwext;data/danfree_1.dat;0;0;1;1;0.01;0.12;30;150;2;55;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.955357;1;1;1;1;1;0;0;0;0;0.821429;0.171429;0.00714286;0;0;1;0;0;0;0;1
