data/dan_0.dat;0.851562;0.743855;0.798962;0.596859;0.796632;0.903351;0.834839;0.900783
data/dan_45.dat;0.830091;0.842581;0.687419;0.714286;0.785806;0.828165;0.696774;0.880364
data/dan_90.dat;0.691913;0.646983;0.59379;0.796552;0.890323;0.862821;0.620335;0.902975
data/jan_0.dat;0.833548;0.770218;0.775325;0.831904;0.757106;0.870968;0.901935;0.873548
data/jan_45.dat;0.731266;0.794308;0.671835;0.834188;0.785347;0.828165;0.885013;0.861757
data/jan_90.dat;0.818299;0.798969;0.731959;0.732419;0.680466;0.874359;0.850708;0.872423
data/lien_0.dat;0.739691;0.821935;0.930323;0.920553;0.725744;0.821244;0.855297;0.842377
data/lien_45.dat;0.735484;0.81701;0.860825;0.857143;0.781371;0.885309;0.888601;0.889032
data/lien_90.dat;0.79359;0.775194;0.860465;0.782534;0.699742;0.865633;0.871134;0.844761
data/maki_0.dat;0.857328;0.820413;0.818065;0.852234;0.825581;0.874839;0.834197;0.84715
data/maki_45.dat;0.76326;0.815245;0.762646;0.906736;0.830749;0.87018;0.833118;0.883871
data/maki_90.dat;0.846952;0.884864;0.83917;0.763793;0.633075;0.802581;0.769728;0.848249
data/marco_0.dat;0.803896;0.922572;0.837209;0.789474;0.769129;0.828794;0.837333;0.872032
data/marco_45.dat;0.795367;0.89433;0.810323;0.887931;0.73941;0.866324;0.90874;0.887306
data/marco_90.dat;0.830116;0.759379;0.915058;0.757732;0.845466;0.886452;0.915276;0.880155
data/nico_0.dat;0.757069;0.783398;0.842581;0.778929;0.752591;0.81323;0.863049;0.873077
data/nico_45.dat;0.72365;0.846253;0.869509;0.727273;0.900773;0.820181;0.872751;0.886452
data/nico_90.dat;0.841902;0.803871;0.825581;0.818182;0.606684;0.891026;0.786546;0.873077
data/suzanne_0.dat;0.776486;0.847569;0.803714;0.857388;0.725032;0.922674;0.862565;0.903101
data/suzanne_45.dat;0.770914;0.851091;0.86399;0.768966;0.727156;0.88716;0.8819;0.895213
data/suzanne_90.dat;0.776923;0.886158;0.776197;0.83821;0.740933;0.912932;0.864166;0.880983
data/mirjam_0.dat;0.713921;0.77013;0.695201;0.668385;0.802853;0.693299;0.65544;0.801546
data/mirjam_45.dat;0.672704;0.824134;0.750973;0.686207;0.774611;0.875486;0.81982;0.776333
data/mirjam_90.dat;0.802057;0.79846;0.75;0.785467;0.708067;0.870634;0.851091;0.817232
data/marije_0.dat;0.822045;0.824837;0.754386;0.710952;0.781003;0.832675;0.816958;0.832215
data/marije_45.dat;0.790488;0.816733;0.793507;0.766372;0.751316;0.85;0.78996;0.827397
data/marije_90.dat;0.772903;0.790488;0.801034;0.725694;0.804688;0.781127;0.782497;0.880309
