0.471737,0.501526,0.509706,12,0
0.471737,0.50177,0.509828,12,0
0.471615,0.501404,0.509828,12,0
0.471615,0.501648,0.509828,12,0
0.471737,0.501648,0.50995,12,0
0.471615,0.50177,0.509706,12,0
0.471615,0.50177,0.509828,12,0
0.471737,0.501892,0.509828,12,0
0.471737,0.50177,0.509706,12,0
0.471737,0.501648,0.509706,12,0
0.471859,0.50177,0.509584,12,0
0.471737,0.501648,0.50995,12,0
0.471859,0.501648,0.509828,12,0
0.471737,0.501526,0.510072,12,0
0.471859,0.50177,0.509828,12,0
0.471859,0.50177,0.509706,12,0
0.471859,0.501892,0.509584,12,0
0.471859,0.501892,0.509462,12,0
0.471737,0.50177,0.509584,12,0
0.471859,0.501892,0.509706,12,0
0.471859,0.501648,0.509706,12,0
0.471737,0.501648,0.509828,12,0
0.471737,0.50177,0.509828,12,0
0.471737,0.502014,0.509706,12,0
0.471615,0.501648,0.509828,12,0
0.471981,0.501526,0.50995,12,0
0.471737,0.501648,0.509828,12,0
0.471981,0.50177,0.50995,12,0
0.471859,0.501892,0.509828,12,0
0.471859,0.50177,0.50995,12,0
0.472104,0.501526,0.509828,12,0
0.471981,0.50177,0.509828,12,0
0.471859,0.50177,0.509828,12,0
0.471737,0.501648,0.509706,12,0
0.471981,0.501648,0.50995,12,0
0.472104,0.501526,0.509828,12,0
0.471981,0.501648,0.509828,12,0
0.471859,0.501648,0.509828,12,0
0.471981,0.501648,0.509828,12,0
0.471859,0.501648,0.509828,12,0
0.471737,0.50177,0.509828,12,0
0.471493,0.50177,0.510072,12,0
0.471615,0.501526,0.510316,12,0
0.471493,0.501892,0.510316,12,0
0.471737,0.501892,0.510316,12,0
0.471615,0.501892,0.510072,12,0
0.471737,0.502014,0.510072,12,0
0.471981,0.502136,0.509828,12,0
0.472104,0.502014,0.510072,12,0
0.47247,0.502259,0.510072,12,0
0.472592,0.502259,0.50995,12,0
0.472714,0.502625,0.509706,12,0
0.472714,0.502014,0.509462,12,0
0.472348,0.50177,0.509462,12,0
0.472226,0.501282,0.509706,12,0
0.471981,0.501038,0.509706,12,0
0.471737,0.501282,0.50995,12,0
0.471981,0.501282,0.510072,12,0
0.471615,0.501648,0.509584,12,0
0.471493,0.501526,0.509462,12,0
0.471371,0.50177,0.50995,12,0
0.471493,0.501526,0.510682,12,0
0.471737,0.500916,0.510805,12,0
0.472226,0.500671,0.511415,12,0
0.472592,0.500427,0.511659,12,0
0.47308,0.500061,0.511781,12,0
0.473935,0.498962,0.510194,12,0
0.474545,0.498962,0.510194,12,0
0.474667,0.499817,0.510316,12,0
0.474423,0.500671,0.511781,12,0
0.474057,0.500549,0.513246,12,0
0.473691,0.500305,0.514223,12,0
0.473569,0.499329,0.515078,12,0
0.473446,0.498718,0.515566,12,0
0.47308,0.498474,0.515322,12,0
0.473324,0.499084,0.515444,12,0
0.472836,0.499451,0.514589,12,0
0.472104,0.500061,0.514467,12,0
0.471249,0.499084,0.513002,12,0
0.469051,0.500671,0.514101,12,0
0.468563,0.501282,0.514955,12,0
0.469418,0.502869,0.512514,12,0
0.471371,0.500305,0.511537,12,0
0.472592,0.498108,0.513368,12,0
0.474179,0.498108,0.513246,12,0
0.475278,0.498352,0.512147,12,0
0.475766,0.499451,0.511659,12,0
0.476132,0.500183,0.51227,12,0
0.475522,0.501648,0.512392,12,0
0.474667,0.502625,0.512514,12,0
0.473569,0.503113,0.512514,12,0
0.470883,0.502136,0.512636,12,0
0.468441,0.502747,0.513124,12,0
0.465389,0.500916,0.510927,12,0
0.462703,0.499939,0.510316,12,0
0.463313,0.503357,0.509706,12,0
0.465755,0.502625,0.511171,12,0
0.470883,0.503601,0.511537,12,0
0.475766,0.504578,0.513246,12,0
0.47833,0.508241,0.512514,12,0
0.480772,0.508851,0.514223,12,0
0.481016,0.511781,0.513246,12,0
0.481382,0.514833,0.512636,12,0
0.48187,0.515566,0.513613,12,0
0.481992,0.515078,0.514345,12,0
0.48187,0.51813,0.514589,12,0
0.484678,0.520449,0.516665,12,0
0.485167,0.520693,0.515688,12,0
0.484068,0.518862,0.515566,12,0
0.481748,0.518252,0.515322,12,0
0.479307,0.514101,0.513613,12,0
0.474911,0.506409,0.51056,12,0
0.472714,0.502014,0.508973,12,0
0.471371,0.499939,0.507997,12,0
0.471859,0.499939,0.506898,12,0
0.472104,0.500061,0.506532,12,0
0.471249,0.502259,0.50763,12,0
0.471493,0.502991,0.506409,12,0
0.470272,0.504578,0.507142,12,0
0.469662,0.506287,0.509584,12,0
0.469784,0.506776,0.511781,12,0
0.471371,0.507752,0.51227,12,0
0.474423,0.504212,0.510805,12,0
0.477842,0.503357,0.508119,12,0
0.478818,0.502991,0.507508,12,0
0.479673,0.506165,0.507752,12,0
0.480405,0.504578,0.507997,12,0
0.479917,0.504456,0.513002,12,0
0.477597,0.506043,0.514955,12,0
0.475156,0.508607,0.518618,12,0
0.46954,0.511659,0.525577,12,0
0.465267,0.513124,0.531315,12,0
0.46075,0.512758,0.534977,12,0
0.461116,0.511049,0.538152,12,0
0.462581,0.508729,0.534611,12,0
0.466243,0.507508,0.529606,12,0
0.468563,0.506776,0.524234,12,0
0.472348,0.507142,0.518252,12,0
0.474545,0.506409,0.514955,12,0
0.477353,0.505311,0.513246,12,0
0.479184,0.503357,0.510316,12,0
0.481016,0.502869,0.507386,12,0
0.483335,0.503846,0.5047,12,0
0.484068,0.503357,0.503724,12,0
0.483824,0.505433,0.503357,12,0
0.483091,0.506165,0.503601,12,0
0.480894,0.507142,0.503846,12,0
